run_id,run_name,selected_id,state,created_at,run_kind,train_model,variant,probe_dtype_tag,layer,seed,probe_dtype,normalize_before_head,probe_dtype_expected,normalize_before_head_expected,train/loss,train/lm_loss,train/kl_loss,metric_key,value,test_model,metric_family,metric
hmoapp0x,apertus_seed_ablation_lora_no_ln_fp32_layer26_seed42,apertus_seed_ablation_lora_no_ln_fp32_layer26_seed42,finished,2026-03-17 12:12:00+00:00,final_ablation,apertus,lora_no_ln,fp32,26,42,float32,,float32,none,0.1232343688607216,0.5148332118988037,0.23110823333263397,train/longfact_test_apertus/all_auc,0.8409281594975767,apertus,all,auc
uxvkykmd,apertus_seed_ablation_lora_no_ln_bf16_layer26_seed43,apertus_seed_ablation_lora_no_ln_bf16_layer26_seed43,finished,2026-03-17 16:27:58+00:00,final_ablation,apertus,lora_no_ln,bf16,26,43,bfloat16,,bfloat16,none,0.35377949476242065,0.5308578610420227,0.3128100037574768,train/longfact_test_apertus/all_auc,0.8634610930858985,apertus,all,auc
v6ynidrk,apertus_seed_ablation_lora_no_ln_fp32_layer26_seed43,apertus_seed_ablation_lora_no_ln_fp32_layer26_seed43,finished,2026-03-17 12:11:58+00:00,final_ablation,apertus,lora_no_ln,fp32,26,43,float32,,float32,none,0.3816637694835663,0.4333506226539612,0.2236379235982895,train/longfact_test_apertus/all_auc,0.8510460138491787,apertus,all,auc
7q2j1ho7,apertus_seed_ablation_lora_no_ln_bf16_layer26_seed44,apertus_seed_ablation_lora_no_ln_bf16_layer26_seed44,finished,2026-03-17 16:27:58+00:00,final_ablation,apertus,lora_no_ln,bf16,26,44,bfloat16,,bfloat16,none,0.04689282551407814,0.4463966190814972,0.21377722918987271,train/longfact_test_apertus/all_auc,0.855670628675185,apertus,all,auc
jl6yk7jj,apertus_seed_ablation_lora_no_ln_fp32_layer26_seed44,apertus_seed_ablation_lora_no_ln_fp32_layer26_seed44,finished,2026-03-17 16:23:58+00:00,final_ablation,apertus,lora_no_ln,fp32,26,44,float32,,float32,none,0.17722922563552856,0.43569135665893555,0.19768661260604856,train/longfact_test_apertus/all_auc,0.850544559852674,apertus,all,auc
mvb88m9a,apertus_seed_ablation_lora_no_ln_bf16_layer30_seed42,apertus_seed_ablation_lora_no_ln_bf16_layer30_seed42,finished,2026-03-17 16:27:58+00:00,final_ablation,apertus,lora_no_ln,bf16,30,42,bfloat16,,bfloat16,none,0.4197629690170288,0.7277742624282837,0.4150362610816955,train/longfact_test_apertus/all_auc,0.8551440854894222,apertus,all,auc
f5eoc4sp,apertus_seed_ablation_lora_no_ln_fp32_layer30_seed42,apertus_seed_ablation_lora_no_ln_fp32_layer30_seed42,finished,2026-03-17 16:23:58+00:00,final_ablation,apertus,lora_no_ln,fp32,30,42,float32,,float32,none,0.1110144630074501,0.6751798987388611,0.3664935231208801,train/longfact_test_apertus/all_auc,0.8400063142852486,apertus,all,auc
cg31vk3v,apertus_seed_ablation_lora_no_ln_bf16_layer30_seed43,apertus_seed_ablation_lora_no_ln_bf16_layer30_seed43,finished,2026-03-17 16:27:58+00:00,final_ablation,apertus,lora_no_ln,bf16,30,43,bfloat16,,bfloat16,none,0.2991305887699127,0.8415982723236084,0.6095139980316162,train/longfact_test_apertus/all_auc,0.8576711611373952,apertus,all,auc
h8atutjg,apertus_seed_ablation_lora_no_ln_fp32_layer30_seed43,apertus_seed_ablation_lora_no_ln_fp32_layer30_seed43,finished,2026-03-17 16:23:58+00:00,final_ablation,apertus,lora_no_ln,fp32,30,43,float32,,float32,none,0.372153639793396,0.6592832803726196,0.43745291233062744,train/longfact_test_apertus/all_auc,0.8552280576672113,apertus,all,auc
fjrhnpjp,apertus_seed_ablation_lora_no_ln_bf16_layer30_seed44,apertus_seed_ablation_lora_no_ln_bf16_layer30_seed44,finished,2026-03-17 16:27:58+00:00,final_ablation,apertus,lora_no_ln,bf16,30,44,bfloat16,,bfloat16,none,3.142855712212622e-05,0.6517901420593262,0.39299678802490234,train/longfact_test_apertus/all_auc,0.855625218120226,apertus,all,auc
