_step,train/loss,run_key
0,39.53565216064453,apertus_lora
1,19.7678,apertus_lora
7,24.700719833374023,apertus_lora
8,28.399477005004883,apertus_lora
9,53.87321472167969,apertus_lora
27,79.64035034179688,apertus_lora
28,22.493499755859375,apertus_lora
33,17.152,apertus_lora
41,58.806331634521484,apertus_lora
43,22.792570114135742,apertus_lora
44,13.9506,apertus_lora
47,33.88335418701172,apertus_lora
60,83.84944152832031,apertus_lora
61,2.241514205932617,apertus_lora
64,27.199905395507812,apertus_lora
67,39.3629035949707,apertus_lora
74,99.30225372314453,apertus_lora
77,20.5171,apertus_lora
78,17.514694213867188,apertus_lora
85,20.191869735717773,apertus_lora
88,17.1272,apertus_lora
94,22.59747886657715,apertus_lora
99,16.2898,apertus_lora
102,49.90496826171875,apertus_lora
104,28.105628967285156,apertus_lora
109,28.466142654418945,apertus_lora
120,32.842674255371094,apertus_lora
124,30.008577346801758,apertus_lora
133,19.364181518554688,apertus_lora
136,3.857494592666626,apertus_lora
143,15.6532,apertus_lora
147,8.695991516113281,apertus_lora
149,27.565553665161133,apertus_lora
150,38.0345344543457,apertus_lora
155,49.81764221191406,apertus_lora
157,57.87447738647461,apertus_lora
162,33.15601348876953,apertus_lora
170,20.67837905883789,apertus_lora
172,24.38978385925293,apertus_lora
174,24.75118064880371,apertus_lora
180,37.81064987182617,apertus_lora
193,31.210790634155273,apertus_lora
195,36.00786590576172,apertus_lora
198,21.8573,apertus_lora
203,34.852237701416016,apertus_lora
213,0.0,apertus_lora
214,4.778600215911865,apertus_lora
215,5.290988445281982,apertus_lora
217,6.116228103637695,apertus_lora
225,58.1713752746582,apertus_lora
228,40.30757522583008,apertus_lora
233,24.370464324951172,apertus_lora
240,36.11468505859375,apertus_lora
241,14.06685733795166,apertus_lora
242,15.7235,apertus_lora
248,87.29737854003906,apertus_lora
251,39.17272186279297,apertus_lora
259,45.65138244628906,apertus_lora
265,7.800833225250244,apertus_lora
270,14.123795509338379,apertus_lora
272,40.8627815246582,apertus_lora
273,26.810592651367188,apertus_lora
274,39.97892379760742,apertus_lora
279,3.920710563659668,apertus_lora
282,69.59039306640625,apertus_lora
283,12.789463996887207,apertus_lora
292,17.32617950439453,apertus_lora
302,33.95823669433594,apertus_lora
316,53.63322830200195,apertus_lora
321,14.146480560302734,apertus_lora
324,23.27916717529297,apertus_lora
327,23.220172882080078,apertus_lora
330,14.3726,apertus_lora
332,24.336265563964844,apertus_lora
337,4.90973424911499,apertus_lora
340,34.098392486572266,apertus_lora
353,22.71678924560547,apertus_lora
354,50.0381965637207,apertus_lora
358,13.847865104675293,apertus_lora
370,11.290279388427734,apertus_lora
375,14.933391571044922,apertus_lora
396,23.5018,apertus_lora
398,47.448997497558594,apertus_lora
405,53.855770111083984,apertus_lora
406,31.304485321044922,apertus_lora
407,25.2005,apertus_lora
421,25.133127212524414,apertus_lora
425,30.616071701049805,apertus_lora
429,15.8549,apertus_lora
430,45.25724411010742,apertus_lora
441,58.752410888671875,apertus_lora
444,73.52596282958984,apertus_lora
447,12.445088386535645,apertus_lora
450,35.979026794433594,apertus_lora
457,48.55816650390625,apertus_lora
471,52.961307525634766,apertus_lora
472,16.78592300415039,apertus_lora
481,34.545310974121094,apertus_lora
490,52.07347869873047,apertus_lora
495,20.6404,apertus_lora
497,68.90988159179688,apertus_lora
504,29.0130558013916,apertus_lora
505,37.406288146972656,apertus_lora
515,43.08318328857422,apertus_lora
522,61.413368225097656,apertus_lora
530,3.611589193344116,apertus_lora
531,13.85180377960205,apertus_lora
534,40.7906608581543,apertus_lora
539,9.8562,apertus_lora
541,26.738107681274414,apertus_lora
543,21.71562385559082,apertus_lora
547,52.48571014404297,apertus_lora
548,1.7727320194244385,apertus_lora
550,17.7343,apertus_lora
553,23.110254287719727,apertus_lora
555,21.472606658935547,apertus_lora
559,71.47041320800781,apertus_lora
567,16.2340030670166,apertus_lora
568,24.80990219116211,apertus_lora
570,6.571300506591797,apertus_lora
