run_id,run_name,selected_id,state,created_at,run_kind,train_model,variant,probe_dtype_tag,layer,seed,probe_dtype,normalize_before_head,probe_dtype_expected,normalize_before_head_expected,train/loss,train/lm_loss,train/kl_loss,train/longfact_test_apertus/all_auc,train/longfact_test_apertus/all_f1,train/longfact_test_apertus/all_acc,train/longfact_test_apertus/all_recall_at_0.1_fpr,train/longfact_test_apertus/span_auc,train/longfact_test_apertus/span_f1,train/longfact_test_apertus/span_acc,train/longfact_test_apertus/span_recall_at_0.1_fpr,train/longfact_test_apertus/span_max_auc,train/longfact_test_apertus/span_max_f1,train/longfact_test_apertus/span_max_acc,train/longfact_test_apertus/span_max_recall_at_0.1_fpr,train/longfact_test_llama/all_auc,train/longfact_test_llama/all_f1,train/longfact_test_llama/all_acc,train/longfact_test_llama/all_recall_at_0.1_fpr,train/longfact_test_llama/span_auc,train/longfact_test_llama/span_f1,train/longfact_test_llama/span_acc,train/longfact_test_llama/span_recall_at_0.1_fpr,train/longfact_test_llama/span_max_auc,train/longfact_test_llama/span_max_f1,train/longfact_test_llama/span_max_acc,train/longfact_test_llama/span_max_recall_at_0.1_fpr
vhvivjkc,apertus_no_lora_long_form_layer30_seed43,apertus_no_lora_long_form_layer30_seed43,finished,2026-03-02 14:58:28+00:00,baseline,apertus,apertus_bf16_baseline,bf16,30,43,bfloat16,,bfloat16,,10.69191074371338,0.18382319808006287,0.0,0.6531387502590341,0.2794741767688859,,0.34585249728430445,0.6504745746332085,0.4364717878993882,,0.34585249728430445,0.760383337477413,0.6132937978749691,,0.5913905792201938,0.6732749241184043,0.27152629354226077,,0.4098843157314866,0.6658728226797492,0.4915767576714558,,0.4098843157314866,0.775875530017658,0.6423202614379085,,0.0
agskbmvs,apertus_no_lora_long_form_layer30_seed44,apertus_no_lora_long_form_layer30_seed44,finished,2026-03-02 14:58:28+00:00,baseline,apertus,apertus_bf16_baseline,bf16,30,44,bfloat16,,bfloat16,,0.0001453680742997676,0.216385155916214,0.0,0.620358003757663,0.26669614639285205,,0.2638731596828992,0.6154336848041935,0.3672080654692621,,0.2638731596828992,0.7283952054526637,0.586879664789839,,0.5321162947937795,0.6459836147502036,0.2765519270373639,,0.3317541512552137,0.6358665083930621,0.4369267745190291,,0.3317541512552137,0.757597079379979,0.6351139725073952,,0.0
kgoq3e5r,llama_no_lora_long_form_layer10_seed42,llama_no_lora_long_form_layer10_seed42,finished,2026-03-02 14:45:36+00:00,baseline,llama,llama_baseline,bf16,10,42,bfloat16,,bfloat16,,0.4103353917598725,0.1933574229478836,0.0,0.8764854912180169,0.2614704256495301,,0.6467092872111839,0.8244259410463572,0.3559736594543744,,0.5280791574926387,0.8660843990891532,0.5704927371119339,,0.6276018099547511,0.8727830309840049,0.2819136400534185,,0.6144810564433315,0.8261130584584122,0.433088393048702,,0.5233393986344065,0.8652355144590025,0.6199844176081029,,0.6171797418073486
9oem35be,llama_no_lora_long_form_layer10_seed43,llama_no_lora_long_form_layer10_seed43,finished,2026-03-02 14:46:11+00:00,baseline,llama,llama_baseline,bf16,10,43,bfloat16,,bfloat16,,0.582381546497345,0.1932820975780487,0.0,0.8766966881350129,0.2660601253984168,,0.6464970687322599,0.8257740232153691,0.3683981517932992,,0.5283974852110247,0.8674093015111012,0.5778405081157375,,0.6316742081447964,0.8730621903488596,0.2834332699311674,,0.6146251824094259,0.8277488737065405,0.4425827761647266,,0.5233033671428828,0.8667972029893992,0.6262567672080434,,0.6194968553459119
rri8v027,llama_no_lora_long_form_layer10_seed44,llama_no_lora_long_form_layer10_seed44,finished,2026-03-02 14:46:11+00:00,baseline,llama,llama_baseline,bf16,10,44,bfloat16,,bfloat16,,0.3619125485420227,0.12387654185295104,0.0,0.8762741289736549,0.2663563407741019,,0.6460991590842773,0.8253184371421558,0.36592404958162905,,0.5309175796482478,0.8667550295064161,0.5732954545454545,,0.6280542986425339,0.8729178685485856,0.2836655030694891,,0.6147332768839966,0.8278622360097336,0.44026902957190134,,0.52708667375286,0.8659345377398329,0.6214634146341463,,0.6175107580271433
qni919ee,llama_no_lora_long_form_layer20_seed42,llama_no_lora_long_form_layer20_seed42,finished,2026-03-02 14:50:44+00:00,baseline,llama,llama_baseline,bf16,20,42,bfloat16,,bfloat16,,0.4025150239467621,0.1933574229478836,0.0,0.8781788888265181,0.2656629568950907,,0.6362309998143089,0.8251735032148012,0.385640478924061,,0.5289015040984694,0.8688144964075992,0.5941364457412811,,0.6416289592760182,0.8740952936253458,0.2771037824962011,,0.5993117985118994,0.8285624391741049,0.4488736910733531,,0.5370313654133713,0.8745965764971402,0.6372057120802779,,0.651770936775902
4aryhr4u,llama_no_lora_long_form_layer20_seed43,llama_no_lora_long_form_layer20_seed43,finished,2026-03-02 14:50:44+00:00,baseline,llama,llama_baseline,bf16,20,43,bfloat16,,bfloat16,,0.6214630007743835,0.1932820975780487,0.0,0.876278888033536,0.2636331619356202,,0.6315887205878452,0.827494253239295,0.38440523385986897,,0.5309971615778444,0.8704508617150583,0.5980324234446446,,0.6434389140271494,0.8723724373418704,0.27583023549097024,,0.6001585385627038,0.8307437562311761,0.44671080734728746,,0.5421118057181977,0.8757667224557364,0.6393284446159784,,0.656901688182721
v8qejznt,llama_no_lora_long_form_layer20_seed44,llama_no_lora_long_form_layer20_seed44,finished,2026-03-02 14:50:44+00:00,baseline,llama,llama_baseline,bf16,20,44,bfloat16,,bfloat16,,0.4049457013607025,0.12387654185295104,0.0,0.8768084294545108,0.2624906575663137,,0.6334721595882962,0.825902802611394,0.3823197157352065,,0.531235907366634,0.8695579939184436,0.5928185221128518,,0.638235294117647,0.8732451906537371,0.2770843570843571,,0.6003747275118454,0.8300914823228299,0.4500851426138782,,0.5395715855657846,0.8755827893456398,0.6340425531914894,,0.6504468718967229
82vjeyys,llama_no_lora_long_form_layer26_seed42,llama_no_lora_long_form_layer26_seed42,finished,2026-03-02 14:50:44+00:00,baseline,llama,llama_baseline,bf16,26,42,bfloat16,,bfloat16,,0.38688111305236816,0.1933574229478836,0.0,0.8667294677910653,0.26128598633359473,,0.6076876143990237,0.8184549842134284,0.3832802711307384,,0.5220839854630341,0.8676250003628037,0.6046766033091754,,0.6343891402714932,0.8646299536715014,0.2671533212504907,,0.583908335885564,0.8228908650414475,0.4317414896201712,,0.5252850991766804,0.8715595348727156,0.6312542176805167,,0.6411784177424694
gzg4irhz,llama_no_lora_long_form_layer26_seed43,llama_no_lora_long_form_layer26_seed43,finished,2026-03-02 14:51:46+00:00,baseline,llama,llama_baseline,bf16,26,43,bfloat16,,bfloat16,,0.6332159042358398,0.1932820975780487,0.0,0.8645183115930957,0.26180749860100727,,0.6049022468631456,0.819189545219485,0.3850221170661455,,0.5227736955195373,0.8683686026835858,0.6075637160865991,,0.642081447963801,0.86236904262827,0.26628162219458656,,0.5794404309366387,0.8235205816741915,0.43136830719307734,,0.5308159331255518,0.871939271963908,0.6297263320762015,,0.6340615690168818
7u7entue,llama_no_lora_long_form_layer26_seed44,llama_no_lora_long_form_layer26_seed44,finished,2026-03-02 14:51:46+00:00,baseline,llama,llama_baseline,bf16,26,44,bfloat16,,bfloat16,,0.4069174230098725,0.12387654185295104,0.0,0.8647245555410542,0.26209342272953956,,0.6053001565111282,0.8203955986898984,0.387530211789767,,0.5254264265060881,0.8689973655619054,0.6056627000410341,,0.6427601809954752,0.8619063412484611,0.26689825574283826,,0.5786657538688814,0.824966635705541,0.43889879715178415,,0.5318067991424505,0.8727722097356756,0.6316294236117771,,0.6381992717643165
ct7o6ek7,llama_no_lora_long_form_layer30_seed42,llama_no_lora_long_form_layer30_seed42,finished,2026-03-02 14:51:46+00:00,baseline,llama,llama_baseline,bf16,30,42,bfloat16,,bfloat16,,0.4142408668994904,0.1933574229478836,0.0,0.8608810630031158,0.28592047164157197,,0.6103934000053055,0.8276494906042692,0.45249709639953545,,0.5435711064540945,0.8773484682108235,0.6525551102204409,,0.6595022624434389,0.8563876862542225,0.26794772235348546,,0.5747923685300953,0.8310315211125916,0.43625163086607394,,0.5415713333453438,0.8791740095045839,0.65032184778493,,0.6582257530619
av9rm02w,llama_no_lora_long_form_layer30_seed43,llama_no_lora_long_form_layer30_seed43,finished,2026-03-02 14:51:46+00:00,baseline,llama,llama_baseline,bf16,30,43,bfloat16,,bfloat16,,0.7231071591377258,0.1932820975780487,0.0,0.8593043208177858,0.2874692269817824,,0.6082181605963339,0.8271305985226225,0.4523514372046176,,0.5405469931294268,0.8768075521848682,0.656619753393947,,0.6597285067873303,0.8545024766630366,0.2667720320705948,,0.5745401480894302,0.8300707065276327,0.43584329652890785,,0.5405624515826832,0.8783795514629622,0.6492007944764967,,0.6506123800066204
ojujrfsw,llama_no_lora_long_form_layer30_seed44,llama_no_lora_long_form_layer30_seed44,finished,2026-03-02 14:51:46+00:00,baseline,llama,llama_baseline,bf16,30,44,bfloat16,,bfloat16,,0.4089251160621643,0.12387654185295104,0.0,0.8586539142327282,0.2853271815152514,,0.6056980661591108,0.8290052122055307,0.4526986463194996,,0.5448178900177733,0.8775280801947595,0.6577466549956233,,0.6665158371040724,0.8532671296478973,0.2638888888888889,,0.5710811249031653,0.8323208661773918,0.434469941822883,,0.5458951123281748,0.8787603851007129,0.647025171624714,,0.656901688182721
2nr01dsq,apertus_seed_ablation_lora_ln_bf16_layer10_seed42,apertus_seed_ablation_lora_ln_bf16_layer10_seed42,finished,2026-03-17 12:11:57+00:00,final_ablation,apertus,lora_ln,bf16,10,42,bfloat16,,bfloat16,layernorm,0.13314111530780792,0.2443879097700119,0.004553976934403181,0.8939669608454629,0.3337884342036358,,0.6673215152425637,0.8567906933153042,0.5537645251873342,,0.5840941132965077,0.8835553107351006,0.6367002937045078,,0.652693261212531,0.8821295504522608,0.31636151968577114,,0.6211064767451011,0.8491431868346858,0.6252997138216413,,0.5696387817738254,0.8719661335136469,0.6646341463414634,,0.6313341086559229
2b8bb8bi,apertus_seed_ablation_lora_ln_fp32_layer10_seed42,apertus_seed_ablation_lora_ln_fp32_layer10_seed42,finished,2026-03-17 12:12:01+00:00,final_ablation,apertus,lora_ln,fp32,10,42,float32,,float32,layernorm,0.13185696303844452,0.24462579190731049,0.004688996355980635,0.8929747481404217,0.33325184293666316,,0.6645942635264751,0.8572572315289486,0.5515148685869007,,0.5837936533616844,0.8845445229200376,0.63847726111395,,0.6608068514762226,0.8811703995521513,0.3154264203747592,,0.6195482804753285,0.8495692740885182,0.6220473206043823,,0.5717950735814905,0.8727751946415546,0.6648020277947732,,0.6334939358697458
1y5eraro,apertus_seed_ablation_lora_ln_bf16_layer10_seed43,apertus_seed_ablation_lora_ln_bf16_layer10_seed43,finished,2026-03-17 12:11:57+00:00,final_ablation,apertus,lora_ln,bf16,10,43,bfloat16,,bfloat16,layernorm,0.28528884053230286,0.18985004723072052,0.006596417631953955,0.8930498594189098,0.33547683923705723,,0.6617283379943144,0.8598772931545615,0.569025280769053,,0.5955347031224721,0.8848632346104008,0.6388781680174964,,0.6524678837052063,0.8810283348678855,0.31131744753422713,,0.6136145431651845,0.8506774112524327,0.6314110570917966,,0.5732273550011805,0.8715985447489967,0.6603691069710487,,0.6271805947831866
v90aezzb,apertus_seed_ablation_lora_ln_fp32_layer10_seed43,apertus_seed_ablation_lora_ln_fp32_layer10_seed43,finished,2026-03-17 12:12:01+00:00,final_ablation,apertus,lora_ln,fp32,10,43,float32,,float32,layernorm,0.2759507894515991,0.1886921226978302,0.00578434020280838,0.8925525478168784,0.33525437201907793,,0.6610349689139529,0.8601903599279415,0.5705106526885356,,0.5981232810224882,0.8856620344566954,0.6385650224215247,,0.6581023213883255,0.8803167477998535,0.31024488039680176,,0.6120878256079326,0.8505775350781047,0.6307461596139426,,0.5746281577083497,0.8723196863707364,0.6636419160631708,,0.6319986708755607
hirckxit,apertus_seed_ablation_lora_ln_bf16_layer10_seed44,apertus_seed_ablation_lora_ln_bf16_layer10_seed44,finished,2026-03-17 12:12:00+00:00,final_ablation,apertus,lora_ln,bf16,10,44,bfloat16,,bfloat16,layernorm,0.1719139814376831,0.2203553467988968,0.0056469375267624855,0.8915302229488982,0.3329936545723901,,0.6576605727228604,0.8599332147214948,0.5837336375645491,,0.5962511845055123,0.8843049729500392,0.6458669981354879,,0.6522425061978815,0.8789810671254041,0.305978808030736,,0.6099630125127882,0.8503919150255933,0.6395885433869674,,0.5706775792870071,0.8709608331698513,0.6650208563888652,,0.6230270809104502
w4vtm8vr,apertus_seed_ablation_lora_ln_fp32_layer10_seed44,apertus_seed_ablation_lora_ln_fp32_layer10_seed44,finished,2026-03-17 12:12:01+00:00,final_ablation,apertus,lora_ln,fp32,10,44,float32,,float32,layernorm,0.1706967055797577,0.22055350244045255,0.005026350263506174,0.8898437243382264,0.3319312644267761,,0.6559271500219567,0.8598092472879478,0.5833759052799231,,0.5973836873367694,0.8849614214960778,0.6489967797869706,,0.656524678837052,0.8773965846796435,0.30510905450018944,,0.6092547414810734,0.8499502552670573,0.6388463935633747,,0.571527504525065,0.8716799986168804,0.664692444369236,,0.6283435786675527
2xbj8o4l,apertus_seed_ablation_lora_ln_bf16_layer20_seed42,apertus_seed_ablation_lora_ln_bf16_layer20_seed42,finished,2026-03-17 12:11:58+00:00,final_ablation,apertus,lora_ln,bf16,20,42,bfloat16,,bfloat16,layernorm,0.0964587777853012,0.2506278157234192,0.01028379611670971,0.900608806961996,0.3548097038206041,,0.6904338179212794,0.8782947734747986,0.590426750133598,,0.6412277255182934,0.9032166300126931,0.6785311442536659,,0.7002479152580573,0.8889904434257337,0.3266604812031536,,0.6371606201306367,0.8667066824635451,0.6447363374880153,,0.6021877705201857,0.8917298567954356,0.6898377455166524,,0.6688818740654594
zoig8be8,apertus_seed_ablation_lora_ln_fp32_layer20_seed42,apertus_seed_ablation_lora_ln_fp32_layer20_seed42,finished,2026-03-17 12:12:01+00:00,final_ablation,apertus,lora_ln,fp32,20,42,float32,,float32,layernorm,0.1011764034628868,0.24893546104431152,0.009765960276126862,0.8997917857948566,0.353866146848603,,0.6893706519980586,0.878403816841226,0.585492466710694,,0.6415975223611529,0.9034633465567874,0.6776464671863214,,0.6986702727067838,0.8880202138974213,0.32627112393857893,,0.6359644290548516,0.8666120092615703,0.6401566675348981,,0.6040135358463838,0.8919934024951243,0.6898144188830925,,0.6698787173949161
7h8nccd0,apertus_seed_ablation_lora_ln_bf16_layer20_seed43,apertus_seed_ablation_lora_ln_bf16_layer20_seed43,finished,2026-03-17 12:11:58+00:00,final_ablation,apertus,lora_ln,bf16,20,43,bfloat16,,bfloat16,layernorm,0.3106992244720459,0.19516922533512115,0.011255218647420406,0.8998187045846503,0.35725438650658525,,0.6926294866757575,0.8804088682367219,0.6076219054763691,,0.6442785494718839,0.9028349697707156,0.6764159127525096,,0.6979941401848095,0.8893471219641973,0.3252202296125934,,0.6409852837018966,0.8686435808363545,0.6539745590391072,,0.6062013063665697,0.8913504616536674,0.6919824086603519,,0.6695464362850972
6g0v1xpx,apertus_seed_ablation_lora_ln_fp32_layer20_seed43,apertus_seed_ablation_lora_ln_fp32_layer20_seed43,finished,2026-03-17 12:11:58+00:00,final_ablation,apertus,lora_ln,fp32,20,43,float32,,float32,layernorm,0.3116098642349243,0.1918206363916397,0.0092967776581645,0.8987913579375933,0.3546498497246399,,0.690387593315922,0.8806089848670018,0.6102383977281219,,0.646058196778145,0.90329072210497,0.6789667896678967,,0.6993464052287581,0.8882643102682017,0.3232790953964123,,0.6382466357125993,0.8692446044961604,0.6577727529677784,,0.6082789013929331,0.8916852459181199,0.696427070197562,,0.6707094201694633
ojz7itd9,apertus_seed_ablation_lora_ln_bf16_layer20_seed44,apertus_seed_ablation_lora_ln_bf16_layer20_seed44,finished,2026-03-17 16:30:18+00:00,final_ablation,apertus,lora_ln,bf16,20,44,bfloat16,,bfloat16,layernorm,0.31840285658836365,0.2190549373626709,0.0058461506851017475,0.8990630527673311,0.35493799443215307,,0.6866202879792914,0.8815187698875997,0.6321023553358535,,0.6480689671111933,0.9028981914877104,0.6852161452113685,,0.703403200360604,0.8870524964943824,0.3154337733587743,,0.6343747540725584,0.868108816142204,0.6699565333259817,,0.6054143385535532,0.8920159308868263,0.6994347505529614,,0.6687157335105499
d3ac3fxw,apertus_seed_ablation_lora_ln_fp32_layer20_seed44,apertus_seed_ablation_lora_ln_fp32_layer20_seed44,finished,2026-03-17 12:11:58+00:00,final_ablation,apertus,lora_ln,fp32,20,44,float32,,float32,layernorm,0.32679519057273865,0.21948564052581787,0.005932671949267387,0.8978306942429573,0.3540373181582691,,0.683315228696235,0.8814109470192691,0.628973819541842,,0.648901010007627,0.9035188071632704,0.686520751106327,,0.704304710389903,0.8858361188151094,0.31458507816862086,,0.6317620209333438,0.8679348357526332,0.6663463581849597,,0.60478476430314,0.8918587945946372,0.6981782373215165,,0.6708755607243728
rs01dsvx,apertus_seed_ablation_lora_ln_bf16_layer26_seed42,apertus_seed_ablation_lora_ln_bf16_layer26_seed42,finished,2026-03-17 16:30:18+00:00,final_ablation,apertus,lora_ln,bf16,26,42,bfloat16,,bfloat16,layernorm,0.1370227336883545,0.25045421719551086,0.01271762792021036,0.8983803085515223,0.3535479083572952,,0.6859038065962512,0.876708689591396,0.5840905956449116,,0.6379688908405945,0.9018354978154642,0.6732648459032824,,0.6991210277214334,0.8866337090224953,0.3264105683311593,,0.6367199181553475,0.8650955692839459,0.6424848543129147,,0.6010230581569214,0.8896696794581788,0.6901192504258944,,0.6673866090712743
anc6o8w4,apertus_seed_ablation_lora_ln_fp32_layer26_seed42,apertus_seed_ablation_lora_ln_fp32_layer26_seed42,finished,2026-03-17 16:29:53+00:00,final_ablation,apertus,lora_ln,fp32,26,42,float32,,float32,layernorm,0.1374218761920929,0.2509734630584717,0.012303522787988186,0.8975592090420991,0.35417017691659647,,0.6850486513971387,0.8765853887289143,0.5819669609622543,,0.6383617999861326,0.9017364271594388,0.673205079844084,,0.6982195176921343,0.8857410644020083,0.32630468642179766,,0.6365153065239632,0.8648446272309908,0.6392560906132617,,0.6023609034390494,0.8895836347844287,0.6880765288691493,,0.6673866090712743
uw9wu297,apertus_seed_ablation_lora_ln_bf16_layer26_seed43,apertus_seed_ablation_lora_ln_bf16_layer26_seed43,finished,2026-03-17 16:30:18+00:00,final_ablation,apertus,lora_ln,bf16,26,43,bfloat16,,bfloat16,layernorm,0.3048444092273712,0.19521087408065796,0.011675341986119747,0.8978727118966153,0.35644145586508696,,0.6874985554810826,0.8792793714522888,0.6035786366237913,,0.6418748699932975,0.9030434752986668,0.6785936141135545,,0.6943881000676132,0.887353738970271,0.3257170865971024,,0.6402455339576612,0.8683094283294776,0.6548476349302608,,0.6082002046116314,0.8907862384381873,0.6943504736129905,,0.67170626349892
xzz3jtwc,apertus_seed_ablation_lora_ln_fp32_layer26_seed43,apertus_seed_ablation_lora_ln_fp32_layer26_seed43,finished,2026-03-17 12:11:58+00:00,final_ablation,apertus,lora_ln,fp32,26,43,float32,,float32,layernorm,0.3077434301376343,0.1946186870336533,0.011910123750567436,0.8967502292461617,0.3550147466577186,,0.6870363094275083,0.8795860780619589,0.6046532613436405,,0.6451337046709964,0.9029900553982606,0.6788194444444444,,0.6937119675456389,0.8861986521899898,0.32450799148199283,,0.6386873376878885,0.8683711775402982,0.6556285754810647,,0.6084677736680569,0.8908465776393539,0.6936465021966881,,0.673866090712743
pntrbqoj,apertus_seed_ablation_lora_ln_bf16_layer26_seed44,apertus_seed_ablation_lora_ln_bf16_layer26_seed44,finished,2026-03-17 16:30:17+00:00,final_ablation,apertus,lora_ln,bf16,26,44,bfloat16,,bfloat16,layernorm,0.33011865615844727,0.2223024070262909,0.007598254363983869,0.8963532698266987,0.3529518439751389,,0.6821133889569417,0.8798931368250369,0.626433754681648,,0.6464742182263619,0.9018021314676844,0.6846006695361071,,0.6973180076628352,0.8851524255033127,0.3159027291812456,,0.6313213189580547,0.8673773031187964,0.6668944185402336,,0.6039663177776029,0.8910092573549625,0.6952544311034877,,0.6736999501578336
lbx39pba,apertus_seed_ablation_lora_ln_fp32_layer26_seed44,apertus_seed_ablation_lora_ln_fp32_layer26_seed44,finished,2026-03-17 12:12:01+00:00,final_ablation,apertus,lora_ln,fp32,26,44,float32,,float32,layernorm,0.33547887206077576,0.2242678701877594,0.007607629522681236,0.8961567201711492,0.3531235750113999,,0.6822751750756928,0.8797405717468223,0.624690162948622,,0.6463586567129683,0.9021533337697552,0.6854886948199546,,0.7011494252873564,0.8849102308178458,0.3164084129481354,,0.6328952545840875,0.8669577117064254,0.6657358692938576,,0.6025969937829543,0.8907024891673703,0.6943945089066841,,0.6741983718225619
d4ewmqnu,apertus_seed_ablation_lora_ln_bf16_layer30_seed42,apertus_seed_ablation_lora_ln_bf16_layer30_seed42,finished,2026-03-17 16:30:17+00:00,final_ablation,apertus,lora_ln,bf16,30,42,bfloat16,,bfloat16,layernorm,0.11993342638015748,0.25046995282173157,0.014462952502071856,0.8981631134135661,0.355534420543232,,0.6890470797605566,0.878153500256861,0.5848159509202454,,0.6443016617745626,0.9024643646923656,0.6752362948960302,,0.69754338517016,0.8888471451118031,0.33007766018931795,,0.6458015267175573,0.8675063297657797,0.6477938863629865,,0.6068151412607224,0.8916743870914403,0.6934563758389262,,0.6657252035221798
bl0l3xox,apertus_seed_ablation_lora_ln_fp32_layer30_seed42,apertus_seed_ablation_lora_ln_fp32_layer30_seed42,finished,2026-03-17 16:30:07+00:00,final_ablation,apertus,lora_ln,fp32,30,42,float32,,float32,layernorm,0.12718553841114044,0.25139644742012024,0.013032215647399426,0.897174030281999,0.35498506559794324,,0.687221207848938,0.8779966604784015,0.5797736851042808,,0.643862528023667,0.9025433496586605,0.6719086873811033,,0.6991210277214334,0.8881986436772621,0.33066790242748123,,0.6449830801920201,0.8677439376752958,0.6437970917118587,,0.6096482253875817,0.8920423761581473,0.6950521709862,,0.6678850307360027
bqpql58e,apertus_seed_ablation_lora_ln_bf16_layer30_seed43,apertus_seed_ablation_lora_ln_bf16_layer30_seed43,finished,2026-03-17 16:30:17+00:00,final_ablation,apertus,lora_ln,bf16,30,43,bfloat16,,bfloat16,layernorm,0.2970273494720459,0.1982695609331131,0.013581558130681516,0.8979767684615723,0.3575191315180637,,0.6902489194998498,0.8804666929245916,0.6044167644492584,,0.6477916194790487,0.9033816861766202,0.6775510204081633,,0.6984448951994591,0.8895951493723361,0.32798885606372236,,0.6477217281813173,0.8702987537353277,0.6599200564307548,,0.6127646179271268,0.8921966647319072,0.698163163991395,,0.6741983718225619
ci3jkkks,apertus_seed_ablation_lora_ln_fp32_layer30_seed43,apertus_seed_ablation_lora_ln_fp32_layer30_seed43,finished,2026-03-17 16:30:07+00:00,final_ablation,apertus,lora_ln,fp32,30,43,float32,,float32,layernorm,0.2946167588233948,0.19505859911441803,0.011995725333690643,0.8970558956090727,0.3571226231365745,,0.6902258071971711,0.8801771263717788,0.6057994083462226,,0.6498023898120969,0.9033702051963703,0.6774987690792713,,0.6993464052287581,0.8890756862092218,0.3273559071445508,,0.647611552687495,0.8702493500033341,0.6607297023385008,,0.6146690800346266,0.8930992191920899,0.7015930366234193,,0.679348729024755
7olona0s,apertus_seed_ablation_lora_ln_bf16_layer30_seed44,apertus_seed_ablation_lora_ln_bf16_layer30_seed44,finished,2026-03-17 16:30:17+00:00,final_ablation,apertus,lora_ln,bf16,30,44,bfloat16,,bfloat16,layernorm,0.2392968088388443,0.22305463254451752,0.008136157877743244,0.8969012511395005,0.3590706406946726,,0.687221207848938,0.8810688313210644,0.6270767158979463,,0.6478378440844061,0.902509822625363,0.6863097376931369,,0.6986702727067838,0.888108013115898,0.32248288742258596,,0.6444322027229087,0.8690761130004412,0.6718423081158462,,0.6072243645234909,0.8930105294844963,0.7033126460868865,,0.6783518856952983
ch8fpucm,apertus_seed_ablation_lora_ln_fp32_layer30_seed44,apertus_seed_ablation_lora_ln_fp32_layer30_seed44,finished,2026-03-17 16:30:07+00:00,final_ablation,apertus,lora_ln,fp32,30,44,float32,,float32,layernorm,0.2580143213272095,0.22365257143974304,0.007666947785764933,0.8961363156201555,0.3575042718027837,,0.6862736034391106,0.8809900608976847,0.6289124629729611,,0.6497792775094182,0.90315342436425,0.6878495775318338,,0.7013748027946811,0.8876609116830941,0.32097348479908183,,0.6443220272290864,0.8692155682538296,0.673957296868011,,0.6090658692059495,0.8932485571948436,0.7029789952879163,,0.6786841668051171
gffrf04r,apertus_seed_ablation_lora_no_ln_bf16_layer10_seed42,apertus_seed_ablation_lora_no_ln_bf16_layer10_seed42,finished,2026-03-17 12:12:01+00:00,final_ablation,apertus,lora_no_ln,bf16,10,42,bfloat16,,bfloat16,none,0.08922521770000458,0.25210753083229065,0.010495851747691631,0.8782349528673594,0.31807811032076233,,0.6302724940485821,0.8451836401087309,0.5265412996905499,,0.5633854900963783,0.8755917686079695,0.6317528918266175,,0.6418751408609421,0.8688261864135913,0.3057251751977378,,0.5961753364287401,0.838399072278303,0.5953473524599976,,0.5532226331943023,0.8654845540867162,0.6588050314465409,,0.6236916431300881
ewrxm4i8,apertus_seed_ablation_lora_no_ln_fp32_layer10_seed42,apertus_seed_ablation_lora_no_ln_fp32_layer10_seed42,finished,2026-03-17 12:12:01+00:00,final_ablation,apertus,lora_no_ln,fp32,10,42,float32,,float32,none,0.11997590959072112,0.2505309581756592,0.009815593250095844,0.8767507201646753,0.31345419847328243,,0.6285390713476784,0.8461037921820954,0.5091296556400445,,0.5661358541151454,0.877279127230825,0.6312956555171088,,0.6400721208023439,0.8672118567050524,0.3041405163167564,,0.5926497206264264,0.8377980881036263,0.5821907365810524,,0.5536948138821122,0.8662510717200826,0.6580736293811248,,0.6266821731184582
qj13cihv,apertus_seed_ablation_lora_no_ln_bf16_layer10_seed43,apertus_seed_ablation_lora_no_ln_bf16_layer10_seed43,finished,2026-03-17 12:12:01+00:00,final_ablation,apertus,lora_no_ln,bf16,10,43,bfloat16,,bfloat16,none,0.2442687451839447,0.19785532355308533,0.0140755046159029,0.8794246329953058,0.32487328844844543,,0.6373679709709479,0.8468083262573919,0.5405966767371602,,0.5710356622830333,0.8769376062312044,0.633,,0.6272256028848321,0.8707691689232226,0.30688520643582234,,0.6021877705201857,0.8393116694040001,0.6043498014736385,,0.5576768710159754,0.8639404877114059,0.6598275862068965,,0.6190397075926234
mecixmyz,apertus_seed_ablation_lora_no_ln_fp32_layer10_seed43,apertus_seed_ablation_lora_no_ln_fp32_layer10_seed43,finished,2026-03-17 12:12:01+00:00,final_ablation,apertus,lora_no_ln,fp32,10,43,float32,,float32,none,0.2463620901107788,0.1975707560777664,0.014167893677949904,0.8773130819176087,0.32642543069271246,,0.6346869438602168,0.8490944456358303,0.5587291795188155,,0.5759585827535998,0.8794536682752252,0.6423538138212387,,0.6328600405679513,0.8674309666095585,0.3030383744601511,,0.5976233572046903,0.8404794523121918,0.6177294718777572,,0.5594082002046117,0.8664124998583742,0.6638919561708995,,0.6266821731184582
6kau189r,apertus_seed_ablation_lora_no_ln_bf16_layer10_seed44,apertus_seed_ablation_lora_no_ln_bf16_layer10_seed44,finished,2026-03-17 12:12:01+00:00,final_ablation,apertus,lora_no_ln,bf16,10,44,bfloat16,,bfloat16,none,0.2178159207105637,0.22761860489845276,0.01007705181837082,0.8737433699230097,0.3189781519479192,,0.6269212101601682,0.8483522859190409,0.5671388531171881,,0.5752421013705595,0.8774483612182161,0.6458909878474312,,0.6430020283975659,0.8637256667011699,0.2963708374493385,,0.5871252065790509,0.8382023567508939,0.6184462746231277,,0.5519162666246951,0.8648300703581029,0.6610850636302746,,0.6178767237082572
