run_id,probe_id,state,created_at,train_model,variant,layer,seed,lr,probe_dtype,normalize_before_head,final_loss,metric_key,value,test_model,metric_family,metric
w644eh9h,apertus_no_lora_bf16_only_layer30_seed44_lr3em5,finished,2026-03-16 01:21:44+00:00,apertus,bf16_only,30,44,3e-5,bfloat16,none,33.25065612792969,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.2008227979753623,apertus,all,recall_at_0.1_fpr
3618z7cg,apertus_no_lora_fp32_only_layer10_seed42_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,42,1e-3,float32,none,0.11816876381635666,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5298495389095615,apertus,all,recall_at_0.1_fpr
mhg0ycoh,apertus_no_lora_fp32_only_layer10_seed42_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,42,1e-4,float32,none,0.1332954168319702,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5439480435435783,apertus,all,recall_at_0.1_fpr
b71ik25s,apertus_no_lora_fp32_only_layer10_seed42_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,42,3e-4,float32,none,0.1127048209309578,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5699031594517762,apertus,all,recall_at_0.1_fpr
8hl54mqx,apertus_no_lora_fp32_only_layer10_seed42_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,42,3e-5,float32,none,0.15368859469890594,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.4716065361591976,apertus,all,recall_at_0.1_fpr
x3sqior5,apertus_no_lora_fp32_only_layer10_seed43_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,43,1e-3,float32,none,0.29647397994995117,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5413825779462408,apertus,all,recall_at_0.1_fpr
dm4602lm,apertus_no_lora_fp32_only_layer10_seed43_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,43,1e-4,float32,none,0.2917933166027069,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5433933482792891,apertus,all,recall_at_0.1_fpr
3mcpf9f3,apertus_no_lora_fp32_only_layer10_seed43_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,43,3e-4,float32,none,0.2921086251735687,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5731388818267964,apertus,all,recall_at_0.1_fpr
0v0cghh6,apertus_no_lora_fp32_only_layer10_seed43_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,43,3e-5,float32,none,0.27485892176628113,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.4668916264127395,apertus,all,recall_at_0.1_fpr
k8u6gf39,apertus_no_lora_fp32_only_layer10_seed44_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,44,1e-3,float32,none,0.09856606274843216,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5276769824577623,apertus,all,recall_at_0.1_fpr
rgnn8edm,apertus_no_lora_fp32_only_layer10_seed44_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,44,1e-4,float32,none,0.4017370939254761,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5418217116971363,apertus,all,recall_at_0.1_fpr
1hlg6mhh,apertus_no_lora_fp32_only_layer10_seed44_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,44,3e-4,float32,none,0.3334559202194214,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5663900894446113,apertus,all,recall_at_0.1_fpr
h32xr3bj,apertus_no_lora_fp32_only_layer10_seed44_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,10,44,3e-5,float32,none,0.6063321232795715,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.47130607622437426,apertus,all,recall_at_0.1_fpr
7otuls41,apertus_no_lora_fp32_only_layer20_seed42_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,42,1e-3,float32,none,0.0014074433129280806,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.4136177687382994,apertus,all,recall_at_0.1_fpr
h3hhroh2,apertus_no_lora_fp32_only_layer20_seed42_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,42,1e-4,float32,none,0.005417922046035528,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.37601405228002865,apertus,all,recall_at_0.1_fpr
gbg3qolw,apertus_no_lora_fp32_only_layer20_seed42_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,42,3e-4,float32,none,0.012795637361705303,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.4093651050454157,apertus,all,recall_at_0.1_fpr
vpc4pmw1,apertus_no_lora_fp32_only_layer20_seed42_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,42,3e-5,float32,none,0.4815448522567749,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.343448817805718,apertus,all,recall_at_0.1_fpr
4hd86xs1,apertus_no_lora_fp32_only_layer20_seed43_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,43,1e-3,float32,none,0.7915925979614258,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.40710009938290154,apertus,all,recall_at_0.1_fpr
dtswvc78,apertus_no_lora_fp32_only_layer20_seed43_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,43,1e-4,float32,none,0.9363940954208374,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3737490466175145,apertus,all,recall_at_0.1_fpr
r4canywa,apertus_no_lora_fp32_only_layer20_seed43_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,43,3e-4,float32,none,0.4842445254325866,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.4317840386437701,apertus,all,recall_at_0.1_fpr
5pryw2ji,apertus_no_lora_fp32_only_layer20_seed43_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,43,3e-5,float32,none,2.3771839141845703,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3395197263503363,apertus,all,recall_at_0.1_fpr
cu47livm,apertus_no_lora_fp32_only_layer20_seed44_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,44,1e-3,float32,none,0.8405814170837402,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.40388748931056,apertus,all,recall_at_0.1_fpr
7cq66mkt,apertus_no_lora_fp32_only_layer20_seed44_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,44,1e-4,float32,none,0.00021276120969559997,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.37851018096933,apertus,all,recall_at_0.1_fpr
wrlr6qli,apertus_no_lora_fp32_only_layer20_seed44_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,44,3e-4,float32,none,0.7323926091194153,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.4200429888829824,apertus,all,recall_at_0.1_fpr
nkk8fdiv,apertus_no_lora_fp32_only_layer20_seed44_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,20,44,3e-5,float32,none,3.7443130016326904,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.34599117110037675,apertus,all,recall_at_0.1_fpr
jeyu4ke4,apertus_no_lora_fp32_only_layer26_seed42_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,42,1e-3,float32,none,0.02182931825518608,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3766611967550327,apertus,all,recall_at_0.1_fpr
6jnxw4n2,apertus_no_lora_fp32_only_layer26_seed42_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,42,1e-4,float32,none,0.017278315499424934,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.33616844246192246,apertus,all,recall_at_0.1_fpr
vz2hbt4t,apertus_no_lora_fp32_only_layer26_seed42_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,42,3e-4,float32,none,0.006629477255046368,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3498278133450436,apertus,all,recall_at_0.1_fpr
g2rdqxou,apertus_no_lora_fp32_only_layer26_seed42_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,42,3e-5,float32,none,0.029366448521614075,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.2847897936071371,apertus,all,recall_at_0.1_fpr
g557mw8r,apertus_no_lora_fp32_only_layer26_seed43_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,43,1e-3,float32,none,5.589945316314697,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3725009822728638,apertus,all,recall_at_0.1_fpr
xtj1l55e,apertus_no_lora_fp32_only_layer26_seed43_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,43,1e-4,float32,none,2.261085033416748,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3318464418610026,apertus,all,recall_at_0.1_fpr
tn9zon9i,apertus_no_lora_fp32_only_layer26_seed43_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,43,3e-4,float32,none,1.2675254344940186,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3456675988628747,apertus,all,recall_at_0.1_fpr
gi60xrz3,apertus_no_lora_fp32_only_layer26_seed43_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,43,3e-5,float32,none,5.592858791351318,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.2881641897982296,apertus,all,recall_at_0.1_fpr
p7gub5up,apertus_no_lora_fp32_only_layer26_seed44_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,44,1e-3,float32,none,2.7211620807647705,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3771927797166432,apertus,all,recall_at_0.1_fpr
gani1xp7,apertus_no_lora_fp32_only_layer26_seed44_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,44,1e-4,float32,none,0.061501313000917435,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.32784801349758474,apertus,all,recall_at_0.1_fpr
ill5vvx2,apertus_no_lora_fp32_only_layer26_seed44_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,44,3e-4,float32,none,0.02174818329513073,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.34774770610395916,apertus,all,recall_at_0.1_fpr
b9ibkxys,apertus_no_lora_fp32_only_layer26_seed44_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,26,44,3e-5,float32,none,0.0007233090000227094,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.29197771974021774,apertus,all,recall_at_0.1_fpr
362f178l,apertus_no_lora_fp32_only_layer30_seed42_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,42,1e-3,float32,none,81.83356475830078,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.0,apertus,all,recall_at_0.1_fpr
572p44e7,apertus_no_lora_fp32_only_layer30_seed42_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,42,1e-4,float32,none,0.03013068065047264,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3272933182332956,apertus,all,recall_at_0.1_fpr
9k35iiw5,apertus_no_lora_fp32_only_layer30_seed42_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,42,3e-4,float32,none,0.02508390322327614,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.34370305313518384,apertus,all,recall_at_0.1_fpr
7u26q4rs,apertus_no_lora_fp32_only_layer30_seed42_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,42,3e-5,float32,none,0.5540672540664673,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.2779485520142372,apertus,all,recall_at_0.1_fpr
f817tswh,apertus_no_lora_fp32_only_layer30_seed43_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,43,1e-3,float32,none,9.374524116516112,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.0,apertus,all,recall_at_0.1_fpr
lqmdrcpg,apertus_no_lora_fp32_only_layer30_seed43_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,43,1e-4,float32,none,5.7266106605529785,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3266230614556128,apertus,all,recall_at_0.1_fpr
f3nq1ppq,apertus_no_lora_fp32_only_layer30_seed43_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,43,3e-4,float32,none,5.207202911376953,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3479788291307463,apertus,all,recall_at_0.1_fpr
z9shqkbl,apertus_no_lora_fp32_only_layer30_seed43_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,43,3e-5,float32,none,6.685286521911621,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.26613816534541335,apertus,all,recall_at_0.1_fpr
bz9gcqwk,apertus_no_lora_fp32_only_layer30_seed44_lr1em3,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,44,1e-3,float32,none,0.0,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.0,apertus,all,recall_at_0.1_fpr
nhg2yz2u,apertus_no_lora_fp32_only_layer30_seed44_lr1em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,44,1e-4,float32,none,0.01171684730798006,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.31312547669124274,apertus,all,recall_at_0.1_fpr
4yytvlvi,apertus_no_lora_fp32_only_layer30_seed44_lr3em4,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,44,3e-4,float32,none,0.0005547898472286761,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.3345043566690549,apertus,all,recall_at_0.1_fpr
8kx20a5i,apertus_no_lora_fp32_only_layer30_seed44_lr3em5,finished,2026-03-16 18:21:39+00:00,apertus,fp32_only,30,44,3e-5,float32,none,33.319332122802734,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.2777867658954862,apertus,all,recall_at_0.1_fpr
kgoq3e5r,llama_no_lora_long_form_layer10_seed42,finished,2026-03-02 14:45:36+00:00,llama,llama_layers,10,42,,bfloat16,none,0.4103353917598725,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6467092872111839,apertus,all,recall_at_0.1_fpr
9oem35be,llama_no_lora_long_form_layer10_seed43,finished,2026-03-02 14:46:11+00:00,llama,llama_layers,10,43,,bfloat16,none,0.582381546497345,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6464970687322599,apertus,all,recall_at_0.1_fpr
rri8v027,llama_no_lora_long_form_layer10_seed44,finished,2026-03-02 14:46:11+00:00,llama,llama_layers,10,44,,bfloat16,none,0.3619125485420227,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6460991590842773,apertus,all,recall_at_0.1_fpr
qni919ee,llama_no_lora_long_form_layer20_seed42,finished,2026-03-02 14:50:44+00:00,llama,llama_layers,20,42,,bfloat16,none,0.4025150239467621,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6362309998143089,apertus,all,recall_at_0.1_fpr
4aryhr4u,llama_no_lora_long_form_layer20_seed43,finished,2026-03-02 14:50:44+00:00,llama,llama_layers,20,43,,bfloat16,none,0.6214630007743835,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6315887205878452,apertus,all,recall_at_0.1_fpr
v8qejznt,llama_no_lora_long_form_layer20_seed44,finished,2026-03-02 14:50:44+00:00,llama,llama_layers,20,44,,bfloat16,none,0.4049457013607025,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6334721595882962,apertus,all,recall_at_0.1_fpr
82vjeyys,llama_no_lora_long_form_layer26_seed42,finished,2026-03-02 14:50:44+00:00,llama,llama_layers,26,42,,bfloat16,none,0.38688111305236816,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6076876143990237,apertus,all,recall_at_0.1_fpr
gzg4irhz,llama_no_lora_long_form_layer26_seed43,finished,2026-03-02 14:51:46+00:00,llama,llama_layers,26,43,,bfloat16,none,0.6332159042358398,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6049022468631456,apertus,all,recall_at_0.1_fpr
7u7entue,llama_no_lora_long_form_layer26_seed44,finished,2026-03-02 14:51:46+00:00,llama,llama_layers,26,44,,bfloat16,none,0.4069174230098725,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6053001565111282,apertus,all,recall_at_0.1_fpr
ct7o6ek7,llama_no_lora_long_form_layer30_seed42,finished,2026-03-02 14:51:46+00:00,llama,llama_layers,30,42,,bfloat16,none,0.4142408668994904,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6103934000053055,apertus,all,recall_at_0.1_fpr
av9rm02w,llama_no_lora_long_form_layer30_seed43,finished,2026-03-02 14:51:46+00:00,llama,llama_layers,30,43,,bfloat16,none,0.7231071591377258,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6082181605963339,apertus,all,recall_at_0.1_fpr
ojujrfsw,llama_no_lora_long_form_layer30_seed44,finished,2026-03-02 14:51:46+00:00,llama,llama_layers,30,44,,bfloat16,none,0.4089251160621643,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6056980661591108,apertus,all,recall_at_0.1_fpr
47rfeqmx,apertus_no_lora_ln_bf16_layer10_seed42_lr1em3,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,10,42,1e-3,bfloat16,layernorm,0.14300638437271118,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.620842674555666,apertus,all,recall_at_0.1_fpr
ltvbxnyc,apertus_no_lora_ln_bf16_layer10_seed42_lr1em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,10,42,1e-4,bfloat16,layernorm,0.3950393497943878,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6153188342154529,apertus,all,recall_at_0.1_fpr
aupa5a3l,apertus_no_lora_ln_bf16_layer10_seed42_lr3em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,10,42,3e-4,bfloat16,layernorm,0.18207243084907532,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6275683546351724,apertus,all,recall_at_0.1_fpr
48kc2gt3,apertus_no_lora_ln_bf16_layer10_seed42_lr3em5,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,10,42,3e-5,bfloat16,layernorm,0.942188560962677,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.48413340421106155,apertus,all,recall_at_0.1_fpr
l92ugb0x,apertus_no_lora_ln_bf16_layer10_seed43_lr1em3,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,10,43,1e-3,bfloat16,layernorm,0.2892049551010132,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6206808884369149,apertus,all,recall_at_0.1_fpr
ks445ju3,apertus_no_lora_ln_bf16_layer10_seed43_lr1em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,10,43,1e-4,bfloat16,layernorm,0.26968491077423096,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6161739894145654,apertus,all,recall_at_0.1_fpr
v1whaixy,apertus_no_lora_ln_bf16_layer10_seed43_lr3em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,10,43,3e-4,bfloat16,layernorm,0.26967474818229675,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.631659232209305,apertus,all,recall_at_0.1_fpr
yrz15txm,apertus_no_lora_ln_bf16_layer10_seed43_lr3em5,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,10,43,3e-5,bfloat16,layernorm,0.35177040100097656,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.478239767027989,apertus,all,recall_at_0.1_fpr
yjo8ext8,apertus_no_lora_ln_bf16_layer10_seed44_lr1em3,finished,2026-03-16 01:21:45+00:00,apertus,ln_bf16,10,44,1e-3,bfloat16,layernorm,0.20609278976917267,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6166593477708184,apertus,all,recall_at_0.1_fpr
wjc71sg6,apertus_no_lora_ln_bf16_layer10_seed44_lr1em4,finished,2026-03-16 01:21:45+00:00,apertus,ln_bf16,10,44,1e-4,bfloat16,layernorm,0.3125472366809845,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6170291446136779,apertus,all,recall_at_0.1_fpr
dd2pwu6g,apertus_no_lora_ln_bf16_layer10_seed44_lr3em4,finished,2026-03-16 01:21:45+00:00,apertus,ln_bf16,10,44,3e-4,bfloat16,layernorm,0.289102166891098,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6324681628030601,apertus,all,recall_at_0.1_fpr
gk2y0cx9,apertus_no_lora_ln_bf16_layer10_seed44_lr3em5,finished,2026-03-16 01:21:45+00:00,apertus,ln_bf16,10,44,3e-5,bfloat16,layernorm,0.31844255328178406,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.4874153511914392,apertus,all,recall_at_0.1_fpr
p3f6sakq,apertus_no_lora_ln_bf16_layer20_seed42_lr1em3,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,42,1e-3,bfloat16,layernorm,0.11758887767791748,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6097256569672036,apertus,all,recall_at_0.1_fpr
2mbvnb3s,apertus_no_lora_ln_bf16_layer20_seed42_lr1em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,42,1e-4,bfloat16,layernorm,0.5318654179573059,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6213973698199552,apertus,all,recall_at_0.1_fpr
pw74vso0,apertus_no_lora_ln_bf16_layer20_seed42_lr3em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,42,3e-4,bfloat16,layernorm,0.2455830276012421,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6277070284512446,apertus,all,recall_at_0.1_fpr
lcc4r0ui,apertus_no_lora_ln_bf16_layer20_seed42_lr3em5,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,42,3e-5,bfloat16,layernorm,0.8914243578910828,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.4343495042411075,apertus,all,recall_at_0.1_fpr
ea20dmvq,apertus_no_lora_ln_bf16_layer20_seed43_lr1em3,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,43,1e-3,bfloat16,layernorm,0.2716436982154846,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6145099036216979,apertus,all,recall_at_0.1_fpr
dq6d9cxj,apertus_no_lora_ln_bf16_layer20_seed43_lr1em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,43,1e-4,bfloat16,layernorm,0.28726422786712646,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.626458964106594,apertus,all,recall_at_0.1_fpr
5rukn8sb,apertus_no_lora_ln_bf16_layer20_seed43_lr3em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,43,3e-4,bfloat16,layernorm,0.279452383518219,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6321214782628793,apertus,all,recall_at_0.1_fpr
sg4y1aru,apertus_no_lora_ln_bf16_layer20_seed43_lr3em5,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,43,3e-5,bfloat16,layernorm,0.383007675409317,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.43656828529826425,apertus,all,recall_at_0.1_fpr
wjx8fs4d,apertus_no_lora_ln_bf16_layer20_seed44_lr1em3,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,44,1e-3,bfloat16,layernorm,0.343784362077713,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6175376152726096,apertus,all,recall_at_0.1_fpr
ug8c0ane,apertus_no_lora_ln_bf16_layer20_seed44_lr1em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,44,1e-4,bfloat16,layernorm,0.39652878046035767,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6209582360690595,apertus,all,recall_at_0.1_fpr
xy83pt3c,apertus_no_lora_ln_bf16_layer20_seed44_lr3em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,44,3e-4,bfloat16,layernorm,0.4512102007865906,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6331846441861002,apertus,all,recall_at_0.1_fpr
mgy8s31x,apertus_no_lora_ln_bf16_layer20_seed44_lr3em5,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,20,44,3e-5,bfloat16,layernorm,0.44538286328315735,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.4367762960223727,apertus,all,recall_at_0.1_fpr
qbe29z5d,apertus_no_lora_ln_bf16_layer26_seed42_lr1em3,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,26,42,1e-3,bfloat16,layernorm,0.1929110735654831,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5780155776920054,apertus,all,recall_at_0.1_fpr
nyzlam71,apertus_no_lora_ln_bf16_layer26_seed42_lr1em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,26,42,1e-4,bfloat16,layernorm,0.5006973147392273,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5873529479742067,apertus,all,recall_at_0.1_fpr
p9he43x3,apertus_no_lora_ln_bf16_layer26_seed42_lr3em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,26,42,3e-4,bfloat16,layernorm,0.27400892972946167,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5989784362216007,apertus,all,recall_at_0.1_fpr
jap1923r,apertus_no_lora_ln_bf16_layer26_seed42_lr3em5,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,26,42,3e-5,bfloat16,layernorm,0.9109970927238464,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.40176115746411817,apertus,all,recall_at_0.1_fpr
kffm0190,apertus_no_lora_ln_bf16_layer26_seed43_lr1em3,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,26,43,1e-3,bfloat16,layernorm,0.27165380120277405,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5811819631589895,apertus,all,recall_at_0.1_fpr
6nfiscpk,apertus_no_lora_ln_bf16_layer26_seed43_lr1em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,26,43,1e-4,bfloat16,layernorm,0.29313549399375916,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5879538678438533,apertus,all,recall_at_0.1_fpr
livazl8t,apertus_no_lora_ln_bf16_layer26_seed43_lr3em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,26,43,3e-4,bfloat16,layernorm,0.26969656348228455,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.6009198696466129,apertus,all,recall_at_0.1_fpr
cs5p5dya,apertus_no_lora_ln_bf16_layer26_seed43_lr3em5,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,26,43,3e-5,bfloat16,layernorm,0.3752008378505707,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.40617560727575286,apertus,all,recall_at_0.1_fpr
m9z367ud,apertus_no_lora_ln_bf16_layer26_seed44_lr1em3,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,26,44,1e-3,bfloat16,layernorm,0.44535091519355774,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5836087549402547,apertus,all,recall_at_0.1_fpr
ycmihac6,apertus_no_lora_ln_bf16_layer26_seed44_lr1em4,finished,2026-03-16 01:21:44+00:00,apertus,ln_bf16,26,44,1e-4,bfloat16,layernorm,0.3027840852737427,train/longfact_test_apertus/all_recall_at_0.1_fpr,0.5896641782420783,apertus,all,recall_at_0.1_fpr
